是否看过,日期,评星,赞成数,评论内容
看过,2017-12-01 12:14:37,推荐,193," 方法派演技的复活，古典韵的用光，与《敦刻尔克》无缝对接，煽情到位的主旋律；“Never ！”民众呼声替代官僚决判，在历史的迷雾中拨云见日，一个在内忧外患中走上权力巅峰的「普通人」，在矛盾踯躅中格外真实；历史在此处转弯，他以清醒与勇气拒绝与虎谋皮，与魔鬼做交易才是真正的失败。
        "
看过,2017-12-03 19:36:20,推荐,156," “不懂得改变主意的人，什么都改变不了” 看不见的加里·奥德曼。
        "
看过,2017-12-01 18:04:18,推荐,157," 英国二战电影开创了一个新类型，就是全片不出现一个德军，和国王的演讲，敦刻尔克组成豪华全家桶，推荐一观。
        "
看过,2017-12-01 13:09:20,力荐,162," Gary终于成了oldman
        "
看过,2017-12-01 12:36:57,推荐,138," 《敦刻尔克》的背面，丘吉尔的正面。伟大的演员和表演能很大程度上掩盖影片其他方面的瑕疵与不完美，这部即是一个极佳范例。另外，粗略算了一下，丹尼尔·戴-刘易斯演了林肯，安东尼·霍普金斯演了尼克松，艾伦·瑞克曼演了里根，加里·奥德曼又演了丘吉尔...这些个总统首相全被英伦老男人承包了。
        "
看过,2017-10-20 17:59:23,力荐,152," 主流价值、英式幽默、平民视角……同样是主流商业电影，国外的价值传导明显是隐性的，也是更易于接受的。从国家意志到平民故事，每一个场景都会触及观众的内心，国产电影要学习的还很多啊……
        "
看过,2017-12-03 19:51:23,还行,97," 和想象的一模一样，没有哪怕一丝一毫的错误和问题，也没有一丝一毫的惊喜和旁逸斜出。正确到无聊。所有人都在谈论演技，没错，演技很好，除了演技，电影也就没什么了。个人偏好对这类东西真是激不起兴趣。
        "
看过,2017-11-21 19:59:13,推荐,122," Gary Oldman每个毛孔都是影帝级表演。最妙的一段台词：Lord Keeper of Privy Seal wants to see you.（掌玺大臣要见您）Tell him that I am sealed on the privy.（告诉他我被困在厕所里）查了一下发现确实是丘吉尔曾经说过的一句话。
        "
看过,2017-12-01 22:49:35,还行,63," “丘吉尔的演讲”里国王竟然不结巴了……「敦刻尔克」前传？真是无聊到只能看摄影的主旋律。无非也就是比某些主旋律高明一点点，但都是靠套路到姥姥家的技巧撑起来的。相比之下「国王的演讲」从选题到技巧都好太多了。如果说“英国（再一次）到了最危急的时刻”，民粹主义就能解决问题吗？
        "
看过,2017-12-01 14:17:57,推荐,68," “Would we give up?” “Never! NEVER!”印象深刻的是镜头反复强调丘吉尔孤身一人的时刻，家人、战友、政敌皆无可近身。没有伟人，只有凡人。情绪被调动至顶点时却突然意识到大英帝国正是靠侵略起家，何其讽刺。愿给和平以人民。
        "
看过,2017-11-29 17:31:33,推荐,81," 乔·赖特在巨型扑街后满血复活，剥掉曾经那套花里胡哨，用老学院派、舞台剧风格将一个富有节奏感、层次感的剧本拍得滴水不漏。加里·奥德曼更是奉献出今年方法派表演里最巅峰的一个，精准复杂的性格展现，爆发力简直能把观众生吞活剥。可惜过于稳妥和陈词，现在的奥斯卡已不吃“地铁宣讲”这种套路了。
        "
看过,2017-09-18 21:41:21,还行,61," 乔怀特的电影都有一个毛病，太啰嗦 
        "
看过,2017-12-06 10:08:57,还行,49," 夜晚乔六推开了邱团长的房门。“还没睡么”“首长，俺睡不着啊，作战动员做了，同志们思想不统一，还有些抵触情绪”乔拍拍他的肩膀，“老邱，尽管放手去干，我和组织信任你。另外别忘了咱的制胜法宝，从群众中来，到群众中去，人民群众一定会给你答案的！”皎洁的月光下，邱的眼中闪过湿润的光……
        "
看过,2017-09-18 05:57:43,推荐,114," 伟大的历史，伟大的人物，伟大的表演。
        "
看过,2017-11-29 13:32:10,力荐,51," 全身战栗，热泪盈眶，内心全程跟着丘吉尔在咆哮。他的演讲，时至今日都能让人深受鼓舞和充满力量，再通过奥德曼精湛地表演，将其感染力无限地放大。身处和平年代的我们尚且如此，遑论当年的民众。「敦刻尔克」背后的故事，反而比事件本身来得更有力量，如同火山一样汹涌澎湃。
        "
看过,2017-12-04 14:45:33,力荐,38," 我已经看到石头姐给狗爹颁小金人的画面了
        "
看过,2017-12-02 17:41:00,很差,30," 真心希望中影明年不要再引进这种英国献礼片了。殖民地孝敬宗主国还有很多其他的方式，比如多引进点喜剧片。这种东西本质上跟《意志的胜利》有什么区别？我们自己那么多《光辉的历程》还看不过来呢。不看直接差评。
        "
看过,2017-11-29 14:00:20,较差,33," 2.5，丘吉尔演讲集，虽然说拍这种家喻户晓的故事很难，但，既然找不到好的角度，不拍不就行了？
        "
看过,2017-09-14 03:30:44,推荐,73," 两场议院演讲非常theatrical 太棒了 joe wright at his best! 今年最佳配乐 'we shall fight at the beaches'那里能叫你变身mark rylance立马开船 给狗爹比V 在里面还喂狗了～
        "
看过,2017-12-01 22:59:24,推荐,42," 堪称现代文明转折点的关键领路人。在一个黑暗侵袭的年代里，保有对文明的终极信念，精神意念最终转化为历史不可言说的胜利迷局。它同时也是与当下紧密对应的。与民众为伍，相信正义，不屈服于一时的威权，在任何时刻都有着绝对的政治正确。
        "
看过,2017-11-24 19:53:22,力荐,52," 乔·赖特完美的导演技巧，将一部几乎全是室内戏份的作品，拍摄的张弛有度。奥德曼则完美展现了一个不停怀疑、犹豫的丘吉尔。伟人真实的脆弱与历史的召唤，可以说是新时代传记电影类型的高峰了。
        "
看过,2017-12-01 22:58:59,推荐,27," 虽不至于“整形手术”级别，不过也确实做到了“形神兼备”。但对于乔怀特这种级别的导演，我们其实可以要求的更严格一些。
        "
看过,2017-12-03 20:00:31,推荐,1," 一个喜欢的角色演一个喜欢的人物，没理由不看
        "
看过,2017-12-03 23:01:09,推荐,20," 其实是英国版的《建国大业》，更精致，更人性，丘吉尔示范了基于修辞的政治艺术，如果词语有力量，只因为这些词语说出了其他人想说而未能说出的心声。
        "
看过,2017-12-01 19:08:18,推荐,31," 1.《暗潮汹涌》《黑暗骑士》《黑暗骑士崛起》之后，加里·奥德曼又出演了《至暗时刻》，以后我们该叫他加里·奥德暗或者加里·暗中观察·奥德曼。2.加里·奥德曼在《这个杀手不太冷》里当警察，在《黑暗骑士》当警长，在《猩球崛起2》当幸存者首领，这次终于当首相了。
        "
看过,2017-12-01 19:16:22,还行,29," 建议设一个新的亚类型：当代英式演讲二战片。俄国人打赢战争靠的是斯大林之锤，中国人靠的是时间和人命，美国人靠石油，英国人呢？那当然是靠嘴。
        "
看过,2017-12-01 12:30:36,推荐,22," 走过街面繁华他说“我们面临着最邪恶的敌人”；面对质疑“哪里来的底气”他说“我们要拯救全人类”。伟大的政治家不斡旋，不妥协，不退缩，始终相信脚下的土地和身后的人民。
        "
看过,2017-12-14 22:15:16,还行,13," 加里·奥德曼的演技是亮点，然而并没有厉害到碾压付兰兰和DDL的地步吧。本来就是“人物放大镜”电影，虚化了太多东西才把演技给衬出来的，可惜故事在《敦刻尔克》和《国王的演讲》面前太像一锅夹生饭了...
        "
看过,2017-12-01 21:34:02,还行,18," 无论怎么去夸赞这部电影的优点，但其实际上依旧被牢牢钉死在那个沿袭多年的框架中，或有意或无意，不敢越雷池半步。
        "
看过,2017-12-02 22:43:18,推荐,12," 以人民的名义向人生低谷开战
        "
看过,2017-12-03 15:20:18,推荐,21," 如果能从加莱4000死士的角度再拍一部电影，加上《国王的演讲》+《敦刻尔克》+本片，互相补充，就构成了完整的“英国人看二战”四部曲
        "
看过,2017-12-04 19:43:45,推荐,14," 一直就很喜欢 Joe Wright 的形式感，不过这回所有的形式感都只是 Gary Oldman 一个人的陪衬了！
        "
看过,2017-12-01 13:01:26,推荐,35," 近几年唯一称得上影帝级别的演技，狗爹用细微动作放大人物特点，堪称教科书式的表演范本，但毫无匠气。像这样穿越历史、时代、偏见与不信的人物传记片，摘取一段紧迫但缓慢的时间进度加以说明。敦刻尔克的民用小船再一次引发泪点，家国情仇主旋律，被几句不同层面人群的“never ever”附和就轻松点燃。
        "
看过,2017-12-01 21:59:27,推荐,28," 最近的院线片质量很高。首相的演讲，敦刻尔克之前。我有时候能认出Gary Oldman，大部分的时刻则完全看不见他。KST的戏份很少，也不见得重要，每一次出场都美艳夺目。历史呀，明知道结局却还是为它捏一把汗。绝不放弃，站起来。这份正直和坚强，送给今天的我们。
        "
看过,2017-12-03 00:52:43,推荐,7," 诺兰军团溃不成军啊。
        "
看过,2017-09-17 22:32:59,推荐,44," #TIFF17 导演终于回归自己正常水平 一踏踏实实地讲好了这段历史 配乐恰到好处剪辑毫不拖泥带水  故事背景在刚看完Dunkirk不久更有感触 对战争不妥协的戏码已经看了很多 但最后一段 最后一个镜头 真的被燃到了……加里奥德曼是一定会拿下明年影帝的。
        "
看过,2017-12-02 10:53:03,较差,14," 从好的方面来讲，电影以人物切入到事件核心，近乎举重若轻地重塑完整的阶段性历史。糟糕之处是它的角色塑造迫切使用密集点缀去堆砌形象，未留有空间丰满人物的灵魂，场景频繁的光影调度更有故作深沉嫌疑。表演作为影片重头戏实际相当吃力，奥德曼对丘吉尔的模仿或许精致，却感受不到丝毫的生气。★★☆
        "
看过,2017-12-01 19:21:51,推荐,23," 2017302。四星半，《敦刻尔克》前传，又名“新官上任三把火”。全片多为室内戏，逼仄的空间使得气氛更加压抑紧张，也使得剧中各方咄咄逼人、剑拔弩张的形势更为突出。丘吉尔在一个内忧外患、各自为政的时刻上台，在一系列尔虞我诈中，展示了一个生动有趣的硬老头形象。
        "
看过,2017-08-08 03:51:40,None,29," 在电影院看了预告，快结束了才发现是Gary Oldman...狗爷真是一个我几乎在任何片都认不出的奇男子。。。以及为KST姐姐打 call!!打call到上映的时候应该已经是个很过时的词了。。。
        "
看过,2017-12-01 21:23:28,还行,20," 狠心只给3星。乔赖特太会调度了，街头丘吉尔主观镜头、议会场面形成首尾互文很棒，构图保持了一贯的犀利，运镜一如既往流畅，然而与之形成对比的是空洞的文本，坚持不合谈竟简化成了一场抽样民粹的结果，看来乔赖特离奥斯卡最佳导演还差了收敛和编剧能力。最后可惜了加里奥德曼的精彩演出。
        "
看过,2017-12-01 23:30:01,力荐,10," 太棒了！！加里奥德曼我的天，太会演了太可爱了，请拿影帝！好几处点题的构图很喜欢，音乐也喜欢，真的，求《国王的演讲》+《敦刻尔克》+《至暗时刻》连场套餐。
        "
看过,2017-12-01 17:02:33,还行,20," 加里.奥德曼拿不了影帝 PS：我的鸡鸡已经因为上次小李子割掉了
        "
看过,2017-12-03 16:51:57,力荐,16," 看完内心涨满正能量，随即又转为黯淡。外部的敌人早点晚点总是有办法打败的，内部的敌人要难对付百倍。我们只能在意念中与之作战，在梦乡中与之作战，在幻觉中与之作战，在网上匿名与之作战（也不保险了），指桑骂槐与之作战，借古讽今与之作战……终无损其一根寒毛，更解不开自己身上的镣铐。
        "
看过,2017-12-08 01:13:20,推荐,18," 连接唐宁街和地图室的通道那么长，他的脚步仿佛走完一生；横跨敦刻尔克和大不列颠的距离那么短，他的标注如同死神镰刀。当内阁支持和谈，他要去虎口拖回亡羊；当国王质疑能力，他要到绝处创造生机。比任何人都期盼奇迹，也比任何人都理解牺牲，但他必须藏起所有情绪，在至暗的时刻里，做最亮的一束光。
        "
看过,2017-09-03 14:39:27,推荐,33," 饱满，有力，有序，又不失活泼，有限的几个场景，反复的演讲，争吵，辩论，技巧不花哨，恰到好处的配乐，一部踏实的正片。加里·奥德曼奉献了“殿堂级”演出，撑起了整部电影。@ Werner Herzog Theatre
        "
看过,2017-12-02 23:57:51,力荐,3," 相比横扫奥斯卡的国王演讲更喜欢这部的大事做小，把反对求和派简化成古典戏剧人物张力对抗的方式，时间紧迫日期的提示字幕，让观众主观的上帝视角和各场景打光地铁演讲最后谢幕完全舞台的感觉，反方向于赖特的巅峰赎罪的大场面再结合敦刻尔克。挺奥德曼影帝和德邦内尔的摄影。青春不再靠智慧做自己抗争
        "
看过,2017-12-03 13:12:24,推荐,17," “死亡将降临于世间万物，为了守护祖先遗骨与信仰的神殿，必须去直面强敌并力战而亡。如果我们的历史必将终结，那就让我们在这土地上与历史一起终结。”
        "
看过,2017-11-29 17:50:32,推荐,10," 无缝对接《敦刻尔克》，在大银幕看丘吉尔演讲有多燃不需要解释，狗爹的演技有多厉害也不需要解释。乔怀特从《安娜卡列尼娜》之后就完全开始在浮夸炫目舞台剧的路子上越走越远，几个长镜头慢镜头美则美矣，但是掩盖不了叙事节奏的瑕疵。当然即使这样也想说，看看人家的主旋律！
        "
看过,2017-12-02 14:04:12,推荐,9," ⒈这不算是「丘吉尔」的传记片，而更像是《敦刻尔克》的前传，毕竟故事的时间线主要在丘吉尔上任首相与敦刻尔克大撤退之间；⒉爸呀，这出神入化的「丘吉尔」造型真的都让我认不出「加里·奥德曼」了；⒊剪刀手→V→Victory→胜利；⒋就乔·赖特的作品而言，还是更喜欢《赎罪》和《傲慢与偏见》；………
        "
看过,2017-12-02 11:12:20,还行,19," 奥斯卡颁奖季虽然风头不似当年，仍赋予表演艺术家们重塑雕像的权利，贡献一流的职人态度。庆幸不是所有人要当北朝鲜马戏团的小丑，时不时高喊工匠精神和不忘初心。
        "
看过,2017-12-13 18:06:30,较差,6," 纪念Wright拍片多年不进则退，审美堕落到和Hooper一个水平，沉迷于滥用镜头。
        "
看过,2017-12-02 00:51:03,推荐,20," 在视听技巧上远远高过《女王》《国王演讲》《铁娘子》这类“演技当头炮”式的政治传记电影，主题上也是跳出历史辐射到当下的，是有超越性的，相当精彩绝伦的创作。加里·奥德曼并不是一个真的需要演这样的角色来显摆的人，但如果想一步登天，那还是来一段“帝国的毁灭”比较快，是条捷径。
        "
看过,2017-12-04 16:35:39,None,11," 闷骚的气质 炸裂的演技 烟酒的盛宴 紧绷的神经 正得不能更正的主旋律片 好几段台词听得我都要吐了 全片最鲜活人物形象当属罗斯福 判断力来自教育和经验 然而看这种片对增长判断力也没什么益处 成王败寇 一念之间
        "
看过,2017-12-01 13:55:51,力荐,11," “He mobilized the English language and sent it into battle.”台词秒绝配得上原始素材。Oldman请得奖。片中领袖坚持要告诉人民unvarnished truth，一个恍惚不知道谁才真的活在darkest hour。
        "
看过,2017-12-05 14:00:26,推荐,14," 非常传统，地铁里那场戏极其政治正确。但是在这个时刻重温历史最艰难的选择，还是非常感动，非常鼓舞，看哭了。“无论多恐怖都要夺取胜利。”
        "
看过,2017-12-01 19:21:55,还行,12," 异常规整的历史传记片，把剧作核心冲突放在一个众所周知的真实决策上过于平庸，这直接让电影的悬念设置如同虚设，只为达到最终能够以激昂陈词作结的主旋律目的。即使如此，凭借着乔赖特出色的光影调度与加里奥德曼颇具个人特色的表演，这仍是一部合格之作。
        "
看过,2017-12-03 23:51:38,推荐,9," 与《敦刻尔克》合起来看更好，同几天的历史，底层视角与上层视角的巨大差异。最近几年大家不再热衷于拍全景式的战争片，而是着墨于宏观大事件的微观点上，从而将历史的细节无限丰富，使得历史电影本身带有了普通人的琐碎和真情。
        "
看过,2017-12-02 21:27:41,较差,9," Oh my eyes! 美男导演居然拍了一部《人民的名义》。地铁微服私访那段简直让人厌烦到极点。
        "
看过,2017-12-01 21:31:53,力荐,15," “不懂得改变主意的人，什么都改变不了。”不比国王与敦刻尔克差，古典服化道、长镜头、轰炸、船只CG特效精雕细琢，热血燃爆！丘吉尔从酒鬼临危受命变抗击纳粹首相，有激荡演讲与莉莉打字员人性化视角，哈利法克斯妥协派+张伯伦威逼和谈，地铁寻求人民的名义，黑色幽默..乔赖特重拾匠心魄力，很硬邦邦
        "
看过,2017-12-01 19:43:30,还行,9," Joe Wright还是那么空而缺乏节制。当银屏上的Gary演绎着与希特勒暴政对抗的戏码时，导演也在以无休无止的面部表情大特写对观众施以暴政。而看完两小时嘴唇抖动教科书的我是多么多么希望Gary在二零一一年就已经凭《锅匠》把那尊小金人攥在了手里。
        "
看过,2017-12-02 00:32:06,力荐,8," 颠覆了学院派传记片的条条框框，近乎完美融合舞台感和电影感的天才之作，导演的功劳不应该被加里奥德曼的出色所被人忽视！
        "
看过,2017-12-02 15:12:57,推荐,8," 当年希特勒其实是真心想跟英国议和，因为他觉得英国战败的最大受益方并非德国。但丘吉尔不可能知道，也确实没理由这么相信。不提希特勒将欧洲大陆彻底消化后可能会发生的立场变化，更重要的是，如果英国不坚持抵抗，美国就没有介入的余地。而没有美援，苏联也未必能扛下来。如今的世界恐怕会大不相同。
        "
看过,2017-12-03 19:09:15,还行,6," 加里·奥德曼赋予了丘吉尔银幕上的灵魂，非常棒。导演在煽动情绪上下了很多功夫，工整没有特别大的纰漏。灯光打的我都能脑补出来灯光组有多惨了！
        "
看过,2017-12-01 19:08:05,还行,12," 古板的内核，套路的表演，抱歉我只能说它平庸。
        "
看过,2017-12-01 23:22:15,推荐,6," 把年中那部《丘吉尔》秒得渣渣也不剩--因为它利用激昂的陈词、有力的音乐让明知既定事实也依然充满未知紧张的情绪，多了一份“共情”。本以为《王冠》里Lithgow老爷子的刻画已经出神入化，可是Oldman的表现还是打开了另一面--大历史下的“凡人感”、一个在危机时刻或迷惘或怀疑但却永不言弃的英雄。
        "
看过,2017-12-02 00:09:43,还行,7," 痛苦不堪的观影体验，养成早睡习惯，十点以后精神完全撑不住，时醒时昏，错漏大半。没有演员脸的历史脸，调动情绪吼起来。教科书彪悍演技，各方面的优秀，但也实在没啥触动的点……突然很想读丘吉尔的二战回忆录
        "
看过,2017-12-27 16:04:24,还行,0," GO脑残粉在下线前贡献了电影票。两星扣在剧本最后1/3.虽然做了简单化处理，但是国王和底层民众对丘吉尔的支持都还算可以理解，但其实最需要的支持来自党内和议会，张伯伦到底怎么会反转心思的？光靠剧本和电影是无法理解了。所有演员都不错，国王和真实的乔治很像，GO当然不用说了。
        "
看过,2017-12-03 21:35:43,推荐,5," 二战结束了吗？二战每年都在上演。搞个ＷＷＩＩ大宇宙完全没压力。
        "
看过,2017-12-04 17:07:16,推荐,6," 基本上是一部平铺直叙的传记片，但加里奥德曼的神级演绎赋予了它迷人的色彩。全程无尿点，目不转睛，看完想直接刷敦克尔克。而且伦敦的地铁和街区都让我非常怀念！
        "
看过,2017-12-14 00:03:52,力荐,9," Gary Oldman是我最爱的男演员，然而在这部片中我没看到他。
        "
看过,2017-12-02 13:55:00,还行,6," 丘吉尔应该被传销行业奉为神。
        "
看过,2017-12-01 21:03:01,还行,9," 丘吉尔像一个200斤的充满委屈眼神的大胖子，有人老是反对他，然后他接受了国王的建议，坐地铁下基层到人民群众中去，满血归来，带领英国人民敦刻尔克大撤退。可以当作《敦刻尔克》互文本，讲述海峡这一边的故事。PS.在想要是希区柯克复活演丘吉尔，一定很厉害吧~
        "
看过,2017-12-21 14:01:56,还行,7," 虽然男主演技很炸裂，但是剧情特别矫情。
        "
看过,2017-12-02 16:29:04,推荐,10," 受任于败军之际，奉命于危难之间，集中展现内忧外患时期丘吉尔风趣口才、犀利决断下鲜为人知的彷徨孤独面，演员与传主灵肉合一。乔赖特换视角再度拍“敦刻尔克”，明暗对比强烈的摄影依旧美轮美奂。通篇室内对话仍风暴迭起，品质甩《铁娘子》好几条唐宁街。
        "
看过,2017-12-02 21:58:19,推荐,4," 就是吧，当你看过《敦克尔克》《国王的演讲》《赎罪》之后，就自然而然地延展出了好多部新电影。而当你还没忘掉《极盗车神》里的美国小服务员，突然看到她变成英国小秘书，就还是会会心一笑。但即使你早就习惯在一部加里奥德曼主演的电影中找不到他这件事，这一部，你却再也无法忽视他灵魂般的存在。
        "
看过,2017-12-02 22:08:55,推荐,6," 敦克尔克前传，国王的演讲后传。我和国王：结婚再恋爱（虽然国王只是不想搬去加拿大× 狗爹演的非常好，因为这时期的片子看得有点多，而且演员又太集中，于是各种crossover。但里面除了首相本人线，其他角色的各种互动都时不时有点突然，可能需要你观看各自的主演电影才能体会。
        "
看过,2017-12-04 22:03:54,推荐,5," 1.除了几个特写，大部分镜头都随着人物运动，一来制造紧张感，二来跟随视角确立了首相在片中绝对的主角地位，也表达了导演对丘吉尔的崇高敬意；2.角色在几个固定场景间来回穿梭，后来突兀的地铁场景暗示角色不仅走出白金汉宫，亦走出了内心的困惑；3.奥德曼完全消失了，屏幕上只剩一个丘吉尔。
        "
看过,2017-12-03 18:46:35,力荐,5," 影厅居然满座了 地铁里的谈话 看似平静 却出人意料充满了爆发力 绝对的年度最佳段落之一 表演无需多说 导演音乐摄影剧本俱佳 至于奥斯卡…WC里那通电话真的得罪了太多二货美国人…
        "
看过,2017-12-01 19:10:58,力荐,10," 全片不想错过加里奥德曼说出的每一个单词，一个靠演讲征服所有人的人，燃到不行。搭配敦刻尔克一起看大概会更敬畏这段历史，感谢不放弃的人。
        "
看过,2017-11-29 15:49:40,较差,15,
看过,2017-12-01 19:37:50,还行,3," 排片率太低忙里偷闲跑来看，实在太累中间还是撑不住睡了一小段……不过还蛮喜欢用上帝视角表现身居高位的丘吉尔在内忧外患中担负起万千国民的命运，内心如屡薄冰的沉重感的那一段航拍的。真正的勇气是在所有人被压力打回原形后，依然面对一切已知未知的挑战做出决断。
        "
看过,2017-09-17 02:56:05,推荐,18," 奥斯卡影帝预定
        "
看过,2017-11-22 19:54:24,推荐,4," 表演太厉害了，从奥德曼大叔第一个镜头开始，到影片结束，几乎给他的每一个镜头，都是奥斯卡moment
        "
看过,2017-12-01 16:05:24,推荐,10," 乔·赖特式的冲奥传记片，最大的看点无疑是狗爹，他又一次奉献了影帝级别的表演！记得《锅匠裁缝士兵间谍》那年，记者问他会不会提名奥斯卡，他说肯定不会，因为从来没有提过，结果奥斯卡给了他提名。要是明年记者再问他会不会获奖，他还说肯定不会，小金人会不会就真的给他了？我给他疯狂打call ！！
        "
看过,2017-12-01 23:36:22,力荐,10," 4.5 优等生电影，摄影非常有意思，几个看似上帝视角的镜头都是主角视角，在欧洲文明陷入黑暗之际丘吉尔如同盗火的普罗米修斯（也可见英国人民的自恋），最后一刻的戛然而止完美点题。
        "
看过,2017-12-03 22:02:52,推荐,3," 领导下基层倾听群众心声并且将其作为剧情的关键转折点，这类桥段还是显得太不高明了。封闭空间下的视听语言设计已发挥到极致。几乎每一秒都是highlight，今年加里奥德曼把影帝门槛提得这么高，DDL，请开始你的表演。
        "
看过,2017-12-02 20:36:39,推荐,1," 四星半。个人觉得演讲的部分需要，再剪辑。有点过于平铺直叙。
        "
看过,2017-12-05 17:13:03,推荐,5," 恰好两周前刚看了<丘吉尔的秘密>，再加上09年的<不惧风暴>，近年几部丘吉尔传记片基本都看齐了。霍格沃茨校长甘本老爷子，虽说也是演技精湛的老戏骨，但比起Go叔这版还是逊色点儿。go叔就站那儿不动、咩也不说，脸上身上好像都长满了演技不明白是为神马，更何况这次，简直就像“重新灌装了一遍灵魂”。
        "
看过,2017-12-03 00:53:15,力荐,2," oldman的丘吉尔比streep的撒切尔略胜八筹吧
        "
看过,2017-12-03 22:07:35,推荐,4," 有喜有悲，精良之作。
        "
看过,2017-12-02 07:55:04,很差,8," 完全把丘吉尔的印象颠覆了，缺少了丘吉尔的睿智，勇气，惊人的洞察力和领袖气质，多了的是繁琐，庸俗，平常
        "
看过,2017-12-01 23:48:42,推荐,2," 敢这么拍，胆子可真大。GO完成了一次角色的重生与重构，有胆识有力量。影帝这事不给就是瞎啊！
        "
看过,2017-12-03 19:31:28,推荐,2," 看得热血沸腾！！！虽然英国主旋律吧，但就是爱这股热血怎么办！加莱那段哭死了。这个电影跟《敦刻尔克》合起来就是一部敦刻尔克版《楼上楼下》。。。如果没看那个，一定不会这样感动。丘吉尔口音好奇特。ps，陛下你受了。。
        "
看过,2017-12-01 18:37:36,还行,4," 陈旧的古典学院派电影，从打光到表演方法都是。舞台剧风格、功能化的角色，都是为了烘托气氛，突出复杂多层次的丘吉尔形象，看这架势就是奔着影帝去的。可是接地气、喊口号，现在的奥斯卡还吃这一套吗？
        "
看过,2017-12-02 03:56:38,推荐,2," 《敦刻尔克》番外篇。We shall never surrender.伟大的丘吉尔！只有永不屈服才能保家卫国，战胜外敌。Ben Mendelsohn大叔居然演乔治六世，太帅了。狗爹演技太出色了！！除了眼睛，其余根本让人看不出来是他！丘吉尔和打字员刚来时的互动让我对比起了《帝国的毁灭》里希特勒和秘书刚来时的互动，有趣。
        "
看过,2017-12-06 17:20:34,还行,5," 乔.怀特只适合拍拍凯拉·奈特莉搞对象，他没那个视角拍这种题材。
        "
看过,2017-12-04 01:23:50,推荐,4," 值得被载入影史的一次表演，临危受命的伟大政治家丘吉尔在镜头前重生。通篇室内对话场景却迸发出极强情绪，有限封闭空间内的镜头和光影调度更显功力。满血复活的乔·赖特也宣告了，技巧性的电影永远都不过时。
        "
看过,2017-12-02 13:24:55,还行,5," 开头20分钟略乏味，再配上全片昏暗的光线，有些昏昏欲睡，还好越往后越好了，最后的发言也足够的燃。丘吉尔点燃了英国人民，奥德曼的表演同样点燃了观众，而这部又是一部传捧演员的标准冲奥传记，奥斯卡影帝感觉十拿九稳了吧
        "
看过,2017-12-04 18:10:31,还行,4," 这世上大概不存在不通过拍桌掀桌发脾气怒吼就能表现伟大领袖“真性情”的电影。Oldman还是演得很尽力
        "
看过,2017-12-05 13:40:09,推荐,6," 演得确实好，把潮湿的下嘴唇演活了。
        "
看过,2017-12-02 14:33:34,还行,3," 写得一手好作文，人民群众和女性角色垫得一块好背。这打字机是真闹心，和赎罪里没法比。
        "
看过,2017-12-07 22:41:06,力荐,1," Never Surrender...
        "
